edit_index,doc_name,node_ix_src,node_ix_tgt,text_src,text_tgt,a,b,c,gold,node_type_src,node_type_tgt,parent_node_src,parent_node_tgt,s_index
1515,111-ARR,"111-ARR_v2_54@2==0,15","111-ARR_v1_48@2==0,31",To prevent this,"To prevent this from happening,","Modify,Clarity",,,"Modify,Clarity",ss,ss,111-ARR_v2_54@2,111-ARR_v1_48@2,179
1516,111-ARR,"111-ARR_v2_54@2==103,123","111-ARR_v1_48@2==131,157",the DIFFUR objective,our DIFFUR-INDIC objective,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,111-ARR_v2_54@2,111-ARR_v1_48@2,179
1517,111-ARR,"111-ARR_v2_54@2==26,36","111-ARR_v1_48@2==42,64",multi-task,do multi-task learning,"Modify,Clarity",,,"Modify,Clarity",ss,ss,111-ARR_v2_54@2,111-ARR_v1_48@2,179
1518,111-ARR,"111-ARR_v2_54@2==49,86","111-ARR_v1_48@2==77,114",exemplardriven denoising UR objective,original Universal Rewriter objective,"Modify,Clarity",,,"Modify,Clarity",ss,ss,111-ARR_v2_54@2,111-ARR_v1_48@2,179
1519,111-ARR,"111-ARR_v2_80@0==0,19",,"In our experiments,",,"Add,Clarity",,,"Add,Clarity",ss,ss,111-ARR_v2_80@0,,189
1520,111-ARR,"111-ARR_v2_80@0==52,94",,(training details are provided Appendix A),,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,111-ARR_v2_80@0,,189
1521,111-ARR,"111-ARR_v2_90@1==122,164",,for several other attribute transfer tasks,,"Add,Clarity",,,"Add,Clarity",ss,ss,111-ARR_v2_90@1,,186
1522,111-ARR,"111-ARR_v2_90@1==58,69","111-ARR_v1_73@1==58,68",code-mixing,codemixing,"Modify,Grammar",,,"Modify,Grammar",ss,ss,111-ARR_v2_90@1,111-ARR_v1_73@1,186
1523,111-ARR,,"111-ARR_v1_3@5==31,73",,"in formality transfer for Indic languages,","Delete,Claim",,,"Delete,Claim",ss,ss,,111-ARR_v1_3@5,175
1524,111-ARR,,"111-ARR_v1_48@2==157,214",,", using an equal number of minibatches for each objective","Delete,Fact/Evidence",,,"Delete,Fact/Evidence",ss,ss,,111-ARR_v1_48@2,179
1525,115-ARR,"115-ARR_v2_14@1==0,8","115-ARR_v1_16@1==0,16","Further,","Correspondingly,","Modify,Clarity",,,"Modify,Clarity",ss,ss,115-ARR_v2_14@1,115-ARR_v1_16@1,265
1526,115-ARR,"115-ARR_v2_14@1==144,163",,"(Yang et al., 2021)",,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,115-ARR_v2_14@1,,265
1527,115-ARR,"115-ARR_v2_14@1==204,258",,"cross-modal video moment retrieval (Zeng et al., 2021)",,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,115-ARR_v2_14@1,,265
1528,115-ARR,"115-ARR_v2_14@1==24,37","115-ARR_v1_16@1==32,56",some research,some multi-modal studies,"Modify,Clarity",,,"Modify,Clarity",ss,ss,115-ARR_v2_14@1,115-ARR_v1_16@1,265
1529,115-ARR,"115-ARR_v2_14@1==260,317",,"multi-modal neural machine translation (Yin et al., 2020)",,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,115-ARR_v2_14@1,,265
1530,115-ARR,"115-ARR_v2_14@1==352,373",,"(Liang et al., 2021a)",,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,115-ARR_v2_14@1,,265
1531,115-ARR,"115-ARR_v2_14@1==38,102",,studies explored graph models to deal with the multi-modal tasks,,"Add,Claim",,,"Add,Claim",ss,ss,115-ARR_v2_14@1,,265
1532,115-ARR,,"115-ARR_v1_2@1==0,212",,"Different from existing research efforts that either simply consider the visual cues from the whole image or implicitly extract the sarcastic relations between different modalities purely via attention mechanism,","Delete,Claim",,,"Delete,Claim",ss,ss,,115-ARR_v1_2@1,262
1533,118-ARR,"118-ARR_v2_77@2==90,99","118-ARR_v1_78@2==91,97",cannot be,is not,"Modify,Clarity",,,"Modify,Clarity",ss,ss,118-ARR_v2_77@2,118-ARR_v1_78@2,282
1534,118-ARR,"118-ARR_v2_82@5==22,28","118-ARR_v1_83@5==22,35",differ,are different,"Modify,Clarity",,,"Modify,Clarity",ss,ss,118-ARR_v2_82@5,118-ARR_v1_83@5,286
1535,118-ARR,"118-ARR_v2_85@0==43,59","118-ARR_v1_86@0==43,53",an excellent job,a good job,"Modify,Claim",,,"Modify,Claim",ss,ss,118-ARR_v2_85@0,118-ARR_v1_86@0,289
1536,118-ARR,"118-ARR_v2_85@0==60,62","118-ARR_v1_86@0==54,56",of,at,"Modify,Grammar",,,"Modify,Grammar",ss,ss,118-ARR_v2_85@0,118-ARR_v1_86@0,289
1537,118-ARR,"118-ARR_v2_90@5==0,2","118-ARR_v1_91@5==0,4",As,When,"Modify,Clarity",,,"Modify,Clarity",ss,ss,118-ARR_v2_90@5,118-ARR_v1_91@5,291
1538,118-ARR,"118-ARR_v2_92@5==30,33","118-ARR_v1_93@5==30,32",are,is,"Modify,Grammar",,,"Modify,Grammar",ss,ss,118-ARR_v2_92@5,118-ARR_v1_93@5,293
1539,118-ARR,"118-ARR_v2_92@5==48,56","118-ARR_v1_93@5==47,52",it means,means,"Modify,Clarity",,,"Modify,Clarity",ss,ss,118-ARR_v2_92@5,118-ARR_v1_93@5,293
1540,118-ARR,"118-ARR_v2_92@5==66,81","118-ARR_v1_93@5==62,76",method concerns,method concern,"Modify,Grammar",,,"Modify,Grammar",ss,ss,118-ARR_v2_92@5,118-ARR_v1_93@5,293
1541,124-ARR,"124-ARR_v2_14@1==100,114","124-ARR_v1_11@1==80,102",worth-studying,a worthstudying domain,"Modify,Clarity",,,"Modify,Clarity",ss,ss,124-ARR_v2_14@1,124-ARR_v1_11@1,456
1542,124-ARR,"124-ARR_v2_14@1==115,134","124-ARR_v1_11@1==103,113",because it contains,containing,"Modify,Clarity",,,"Modify,Clarity",ss,ss,124-ARR_v2_14@1,124-ARR_v1_11@1,456
1543,124-ARR,"124-ARR_v2_14@1==69,96","124-ARR_v1_11@1==65,76",the domain for meta-reviews,meta-review,"Modify,Clarity",,,"Modify,Clarity",ss,ss,124-ARR_v2_14@1,124-ARR_v1_11@1,456
1544,124-ARR,"124-ARR_v2_14@1==7,28","124-ARR_v1_11@1==7,24",the previous datasets,previous datasets,"Modify,Grammar",,,"Modify,Grammar",ss,ss,124-ARR_v2_14@1,124-ARR_v1_11@1,456
1545,124-ARR,"124-ARR_v2_16@0==35,47","124-ARR_v1_13@0==35,39",data of ICLR,data,Merge+Identical,,,Merge+Identical,ss,ss,124-ARR_v2_16@0,124-ARR_v1_13@0,457
1546,124-ARR,"124-ARR_v2_16@0==35,47","124-ARR_v1_13@0==79,89",data of ICLR,for ICLR 2,"Merge+Modify,Clarity",,,"Merge+Modify,Clarity",ss,ss,124-ARR_v2_16@0,124-ARR_v1_13@0,457
1547,124-ARR,"124-ARR_v2_16@0==88,126","124-ARR_v1_13@0==90,107","i.e., Open-Review 2 from 2018 to 2021.",from 2018 to 2021,"Modify,Clarity",,,"Modify,Clarity",ss,ss,124-ARR_v2_16@0,124-ARR_v1_13@0,457
1548,124-ARR,"124-ARR_v2_31@2==0,7","124-ARR_v1_28@2==0,6",Besides,Beside,"Modify,Grammar",,,"Modify,Grammar",ss,ss,124-ARR_v2_31@2,124-ARR_v1_28@2,420
1549,124-ARR,"124-ARR_v2_31@2==130,182","124-ARR_v1_28@2==24,94",is also crucial information for writing meta-reviews,the review rating is also crucial information for writing meta reviews,"Split+Modify,Clarity",,,"Split+Modify,Clarity",ss,ss,124-ARR_v2_31@2,124-ARR_v1_28@2,420
1550,124-ARR,"124-ARR_v2_31@2==25,42","124-ARR_v1_28@2==24,94",the review rating,the review rating is also crucial information for writing meta reviews,"Split+Identical",,,"Split+Identical",ss,ss,124-ARR_v2_31@2,124-ARR_v1_28@2,420
1551,124-ARR,"124-ARR_v2_33@4==127,161",,and its hosted pretrained models 3,,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,124-ARR_v2_33@4,,422
1552,124-ARR,"124-ARR_v2_33@4==30,38","124-ARR_v1_31@4==30,37",Py-Torch,pytorch,"Modify,Grammar",,,"Modify,Grammar",ss,ss,124-ARR_v2_33@4,124-ARR_v1_31@4,422
1553,124-ARR,"124-ARR_v2_41@1==27,46","124-ARR_v1_85@1==26,59",the hyperparameters,the Transformers' hyperparameters,"Modify,Clarity",,,"Modify,Clarity",ss,ss,124-ARR_v2_41@1,124-ARR_v1_85@1,447
1554,124-ARR,"124-ARR_v2_41@1==7,18","124-ARR_v1_85@1==7,17",fine-tuning,finetuning,"Modify,Grammar",,,"Modify,Grammar",ss,ss,124-ARR_v2_41@1,124-ARR_v1_85@1,447
1555,124-ARR,"124-ARR_v2_41@1==86,107","124-ARR_v1_85@1==99,121",maximum_target_length,maxi-mum_target_length,"Modify,Grammar",,,"Modify,Grammar",ss,ss,124-ARR_v2_41@1,124-ARR_v1_85@1,447
1556,124-ARR,"124-ARR_v2_75@7==70,103","124-ARR_v1_79@6==70,106",to predict review sentence labels,for review sentence label prediction,"Modify,Clarity",,,"Modify,Clarity",ss,ss,124-ARR_v2_75@7,124-ARR_v1_79@6,438
1557,124-ARR,"124-ARR_v2_7@2==204,211","124-ARR_v1_5@2==202,207",,,"Modify,Clarity",,,"Modify,Clarity",ss,ss,124-ARR_v2_7@2,124-ARR_v1_5@2,434
1558,124-ARR,"124-ARR_v2_7@2==96,103","124-ARR_v1_5@2==96,101",summary,title,"Modify,Clarity",,,"Modify,Clarity",ss,ss,124-ARR_v2_7@2,124-ARR_v1_5@2,434
1559,125-ARR,"125-ARR_v2_10@2==86,94","125-ARR_v1_10@2==86,93",an event,a event,"Modify,Grammar",,,"Modify,Grammar",ss,ss,125-ARR_v2_10@2,125-ARR_v1_10@2,545
1560,125-ARR,"125-ARR_v2_12@12==0,10","125-ARR_v1_12@7==0,9",Leveraging,Utilizing,"Modify,Clarity",,,"Modify,Clarity",ss,ss,125-ARR_v2_12@12,125-ARR_v1_12@7,552
1561,125-ARR,"125-ARR_v2_12@12==77,86","125-ARR_v1_12@7==76,82",our model,DEGREE,"Modify,Clarity",,,"Modify,Clarity",ss,ss,125-ARR_v2_12@12,125-ARR_v1_12@7,552
1562,125-ARR,"125-ARR_v2_12@12==92,107","125-ARR_v1_12@7==88,101",data-efficient.,dataefficient,"Modify,Grammar",,,"Modify,Grammar",ss,ss,125-ARR_v2_12@12,125-ARR_v1_12@7,552
1563,125-ARR,"125-ARR_v2_13@0==0,14","125-ARR_v1_13@0==0,16",Existing works,Prior approaches,"Modify,Clarity",,,"Modify,Clarity",ss,ss,125-ARR_v2_13@0,125-ARR_v1_13@0,553
1564,125-ARR,"125-ARR_v2_18@1==189,211","125-ARR_v1_16@1==227,252",predict event triggers,makes trigger predictions,"Modify,Clarity",,,"Modify,Clarity",ss,ss,125-ARR_v2_18@1,125-ARR_v1_16@1,556
1565,125-ARR,"125-ARR_v2_18@1==216,225","125-ARR_v1_16@1==257,277",arguments,argument predictions,"Modify,Clarity",,,"Modify,Clarity",ss,ss,125-ARR_v2_18@1,125-ARR_v1_16@1,556
1566,125-ARR,"125-ARR_v2_20@4==109,121","125-ARR_v1_18@4==110,119",", therefore,",therefore,"Modify,Grammar",,,"Modify,Grammar",ss,ss,125-ARR_v2_20@4,125-ARR_v1_18@4,558
1567,125-ARR,"125-ARR_v2_20@4==146,170","125-ARR_v1_18@4==141,165",training examples needed,needed training examples,"Modify,Grammar",,,"Modify,Grammar",ss,ss,125-ARR_v2_20@4,125-ARR_v1_18@4,558
1568,125-ARR,"125-ARR_v2_2@8==163,173","125-ARR_v1_2@8==146,158",among them,between them,"Modify,Grammar",,,"Modify,Grammar",ss,ss,125-ARR_v2_2@8,125-ARR_v1_2@8,509
1569,125-ARR,"125-ARR_v2_2@8==37,46","125-ARR_v1_2@8==31,45",arguments,argument roles,"Modify,Clarity",,,"Modify,Clarity",ss,ss,125-ARR_v2_2@8,125-ARR_v1_2@8,509
1570,125-ARR,"125-ARR_v2_2@8==47,57","125-ARR_v1_2@8==46,48",jointly in,in,"Modify,Clarity",,,"Modify,Clarity",ss,ss,125-ARR_v2_2@8,125-ARR_v1_2@8,509
1571,125-ARR,"125-ARR_v2_2@8==61,78","125-ARR_v1_2@8==52,68",end-to-end manner,end-toend manner,"Modify,Grammar",,,"Modify,Grammar",ss,ss,125-ARR_v2_2@8,125-ARR_v1_2@8,509
1572,125-ARR,"125-ARR_v2_2@8==9,32","125-ARR_v1_2@8==9,26",DE-GREE learns triggers,learning triggers,"Modify,Clarity",,,"Modify,Clarity",ss,ss,125-ARR_v2_2@8,125-ARR_v1_2@8,509
1573,125-ARR,"125-ARR_v2_30@7==14,19","125-ARR_v1_24@8==14,19",helps,makes,"Modify,Clarity",,,"Modify,Clarity",ss,ss,125-ARR_v2_30@7,125-ARR_v1_24@8,511
1574,125-ARR,"125-ARR_v2_49@2==106,163","125-ARR_v1_43@2==102,155",points of improvement in trigger classification F1 scores,points of trigger classification F1scores improvement,"Modify,Clarity",,,"Modify,Clarity",ss,ss,125-ARR_v2_49@2,125-ARR_v1_43@2,523
1575,125-ARR,"125-ARR_v2_49@2==217,223","125-ARR_v1_43@2==208,215",scores,-scores,"Modify,Grammar",,,"Modify,Grammar",ss,ss,125-ARR_v2_49@2,125-ARR_v1_43@2,523
1576,125-ARR,"125-ARR_v2_4@0==38,44","125-ARR_v1_4@0==38,63",events,different types of events,"Modify,Clarity",,,"Modify,Clarity",ss,ss,125-ARR_v2_4@0,125-ARR_v1_4@0,517
1577,125-ARR,"125-ARR_v2_4@0==60,71","125-ARR_v1_4@0==79,87",consists of,includes,"Modify,Clarity",,,"Modify,Clarity",ss,ss,125-ARR_v2_4@0,125-ARR_v1_4@0,517
1578,125-ARR,"125-ARR_v2_51@0==0,12","125-ARR_v1_45@0==0,8","Furthermore,","Finally,","Modify,Clarity",,,"Modify,Clarity",ss,ss,125-ARR_v2_51@0,125-ARR_v1_45@0,527
1579,125-ARR,"125-ARR_v2_51@0==83,94","125-ARR_v1_45@0==79,91",lowresource,low-resource,"Modify,Grammar",,,"Modify,Grammar",ss,ss,125-ARR_v2_51@0,125-ARR_v1_45@0,527
1580,125-ARR,"125-ARR_v2_5@0==0,22","125-ARR_v1_5@0==0,30",Most prior works on EE,Several previous EE approaches,"Modify,Clarity",,,"Modify,Clarity",ss,ss,125-ARR_v2_5@0,125-ARR_v1_5@0,531
1581,125-ARR,"125-ARR_v2_65@2_difflib==16,32","125-ARR_v1_59@6==16,31",target-augmented,targetaugmented,"Modify,Grammar",,,"Modify,Grammar",ss,ss,125-ARR_v2_65@2_difflib,125-ARR_v1_59@6,534
1582,125-ARR,"125-ARR_v2_71@0==22,33","125-ARR_v1_88@1==22,32",pre-trained,pretrained,"Modify,Grammar",,,"Modify,Grammar",ss,ss,125-ARR_v2_71@0,125-ARR_v1_88@1,544
1583,125-ARR,"125-ARR_v2_71@0==45,59","125-ARR_v1_88@1==44,52",language model,language,"Modify,Clarity",,,"Modify,Clarity",ss,ss,125-ARR_v2_71@0,125-ARR_v1_88@1,544
1584,125-ARR,,"125-ARR_v1_16@1==22,60",,"(Wadden et al., 2019;Lin et al., 2020)","Delete,Fact/Evidence",,,"Delete,Fact/Evidence",ss,ss,,125-ARR_v1_16@1,556
1585,125-ARR,,"125-ARR_v1_24@8==67,95",,well with less training data,"Delete,Claim",,,"Delete,Claim",ss,ss,,125-ARR_v1_24@8,511
1586,125-ARR,,"125-ARR_v1_59@6==120,179",,", hindering the model from fully leveraging label semantics","Delete,Claim",,,"Delete,Claim",ss,ss,,125-ARR_v1_59@6,534
1587,129-ARR,"129-ARR_v2_18@0==27,33","129-ARR_v1_19@0==27,37",active,the active,"Modify,Clarity",,,"Modify,Clarity",ss,ss,129-ARR_v2_18@0,129-ARR_v1_19@0,640
1588,129-ARR,"129-ARR_v2_18@0==34,47","129-ARR_v1_19@0==38,61",self-training,self-training procedure,"Modify,Clarity",,,"Modify,Clarity",ss,ss,129-ARR_v2_18@0,129-ARR_v1_19@0,640
1589,129-ARR,"129-ARR_v2_2@4==0,21","129-ARR_v1_2@4==0,13","Under this framework,","Additionally,","Modify,Clarity",,,"Modify,Clarity",ss,ss,129-ARR_v2_2@4,129-ARR_v1_2@4,641
1590,129-ARR,"129-ARR_v2_2@4==168,195","129-ARR_v1_2@4==150,174",that dynamically aggregates,to dynamically aggregate,"Modify,Grammar",,,"Modify,Grammar",ss,ss,129-ARR_v2_2@4,129-ARR_v1_2@4,641
1591,129-ARR,"129-ARR_v2_2@4==68,91","129-ARR_v1_2@4==60,86",that reduces redundancy,to avoid redundant samples,"Modify,Clarity",,,"Modify,Clarity",ss,ss,129-ARR_v2_2@4,129-ARR_v1_2@4,641
1592,129-ARR,"129-ARR_v2_2@4==97,118","129-ARR_v1_2@4==92,100",actively querying for,querying,"Modify,Clarity",,,"Modify,Clarity",ss,ss,129-ARR_v2_2@4,129-ARR_v1_2@4,641
1593,129-ARR,"129-ARR_v2_4@3==41,51","129-ARR_v1_4@2==41,52",finetuning,fine-tuning,"Modify,Grammar",,,"Modify,Grammar",ss,ss,129-ARR_v2_4@3,129-ARR_v1_4@2,609
1594,129-ARR,"129-ARR_v2_4@3==52,71","129-ARR_v1_4@2==53,80",can be sensitive to,can vary substantially with,"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,129-ARR_v2_4@3,129-ARR_v1_4@2,609
1595,129-ARR,"129-ARR_v2_5@5==130,144","129-ARR_v1_5@4==163,174",data orderings,data orders,"Modify,Clarity",,,"Modify,Clarity",ss,ss,129-ARR_v2_5@5,129-ARR_v1_5@4,624
1596,129-ARR,"129-ARR_v2_5@5==5,10","129-ARR_v1_5@4==5,15",issue,phenomenon,"Modify,Clarity",,,"Modify,Clarity",ss,ss,129-ARR_v2_5@5,129-ARR_v1_5@4,624
1597,129-ARR,"129-ARR_v2_5@5==52,63","129-ARR_v1_5@4==57,67",,,"Modify,Grammar",,,"Modify,Grammar",ss,ss,129-ARR_v2_5@5,129-ARR_v1_5@4,624
1598,129-ARR,"129-ARR_v2_5@5==72,93","129-ARR_v1_5@4==76,126",is often sensitive to,often suffers from the instability issue caused by,"Modify,Clarity",,,"Modify,Clarity",ss,ss,129-ARR_v2_5@5,129-ARR_v1_5@4,624
1599,129-ARR,"129-ARR_v2_6@0==10,30","129-ARR_v1_6@0==10,26",the above challenges,above challenges,"Modify,Grammar",,,"Modify,Grammar",ss,ss,129-ARR_v2_6@0,129-ARR_v1_6@0,629
1600,129-ARR,"129-ARR_v2_6@2==143,152","129-ARR_v1_7@1==142,149",leverages,unleash,"Modify,Clarity",,,"Modify,Clarity",ss,ss,129-ARR_v2_6@2,129-ARR_v1_7@1,630
1601,129-ARR,"129-ARR_v2_6@2==153,167","129-ARR_v1_7@1==150,158",unlabeled data,the data,"Modify,Clarity",,,"Modify,Clarity",ss,ss,129-ARR_v2_6@2,129-ARR_v1_7@1,630
1602,129-ARR,"129-ARR_v2_6@2==285,295","129-ARR_v1_7@1==276,287",mislabeled,mis-labeled,"Modify,Grammar",,,"Modify,Grammar",ss,ss,129-ARR_v2_6@2,129-ARR_v1_7@1,630
1603,129-ARR,"129-ARR_v2_6@2==91,109","129-ARR_v1_7@1==91,108",uncertainty-driven,uncertaintydriven,"Modify,Grammar",,,"Modify,Grammar",ss,ss,129-ARR_v2_6@2,129-ARR_v1_7@1,630
1604,129-ARR,"129-ARR_v2_75@0==101,113","129-ARR_v1_68@0==96,108",derived from,annotated by,"Modify,Clarity",,,"Modify,Clarity",ss,ss,129-ARR_v2_75@0,129-ARR_v1_68@0,612
1605,129-ARR,"129-ARR_v2_75@0==24,32","129-ARR_v1_68@0==24,35",used for,extended to,"Modify,Clarity",,,"Modify,Clarity",ss,ss,129-ARR_v2_75@0,129-ARR_v1_68@0,612
1606,129-ARR,"129-ARR_v2_75@0==81,100","129-ARR_v1_68@0==84,95",set of noisy labels,set of data,"Modify,Clarity",,,"Modify,Clarity",ss,ss,129-ARR_v2_75@0,129-ARR_v1_68@0,612
1607,129-ARR,"129-ARR_v2_75@1==70,81","129-ARR_v1_68@1==75,87",can overfit,will overfit,"Modify,Clarity",,,"Modify,Clarity",ss,ss,129-ARR_v2_75@1,129-ARR_v1_68@1,613
1608,129-ARR,"129-ARR_v2_75@1==98,119",,"(Zhang et al., 2022a)",,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,129-ARR_v2_75@1,,613
1609,129-ARR,"129-ARR_v2_83@2==29,46","129-ARR_v1_88@3==51,68",uncertainty-based,uncertainty based,"Modify,Grammar",,,"Modify,Grammar",ss,ss,129-ARR_v2_83@2,129-ARR_v1_88@3,628
1610,129-ARR,"129-ARR_v2_85@12==0,2","129-ARR_v1_79@10==0,13",It,Self-training,"Modify,Clarity",,,"Modify,Clarity",ss,ss,129-ARR_v2_85@12,129-ARR_v1_79@10,621
1611,129-ARR,"129-ARR_v2_85@2==115,130","129-ARR_v1_79@2==115,129",diversity-based,diversitybased,"Modify,Grammar",,,"Modify,Grammar",ss,ss,129-ARR_v2_85@2,129-ARR_v1_79@2,618
1612,129-ARR,"129-ARR_v2_85@2==201,238","129-ARR_v1_79@2==200,256","(Yuan et al., 2020;Ash et al., 2020).","(Yuan et al., 2020;Ash et al., 2020;Kirsch et al., 2019)","Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,129-ARR_v2_85@2,129-ARR_v1_79@2,618
1613,129-ARR,"129-ARR_v2_9@0==153,164","129-ARR_v1_10@0==189,199",,,"Modify,Grammar",,,"Modify,Grammar",ss,ss,129-ARR_v2_9@0,129-ARR_v1_10@0,637
1614,129-ARR,"129-ARR_v2_9@0==341,352","129-ARR_v1_10@0==376,386",to leverage,to harness,"Modify,Clarity",,,"Modify,Clarity",ss,ss,129-ARR_v2_9@0,129-ARR_v1_10@0,637
1615,129-ARR,"129-ARR_v2_9@0==86,98","129-ARR_v1_10@0==101,114",selftraining,self-training,"Modify,Grammar",,,"Modify,Grammar",ss,ss,129-ARR_v2_9@0,129-ARR_v1_10@0,637
1616,129-ARR,,"129-ARR_v1_10@0==135,154",,in a principled way,"Delete,Clarity",,,"Delete,Clarity",ss,ss,,129-ARR_v1_10@0,637
1617,129-ARR,,"129-ARR_v1_10@0==86,97",,the benefit,"Delete,Clarity",,,"Delete,Clarity",ss,ss,,129-ARR_v1_10@0,637
1618,129-ARR,,"129-ARR_v1_6@0==137,155",,with self-training,"Delete,Fact/Evidence",,,"Delete,Fact/Evidence",ss,ss,,129-ARR_v1_6@0,629
1619,129-ARR,,"129-ARR_v1_79@10==156,190",,"(Rosenberg et al., 2005;Lee, 2013)","Delete,Fact/Evidence",,,"Delete,Fact/Evidence",ss,ss,,129-ARR_v1_79@10,621
1620,129-ARR,,"129-ARR_v1_88@3==0,21",,"From the comparision,","Delete,Clarity",,,"Delete,Clarity",ss,ss,,129-ARR_v1_88@3,628
1621,133-ARR,"133-ARR_v2_16@1==138,155",,"Liu et al., 2020)",,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,133-ARR_v2_16@1,,715
1622,133-ARR,"133-ARR_v2_16@1==239,257",,"(Liu et al., 2020)",,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,133-ARR_v2_16@1,,715
1623,133-ARR,"133-ARR_v2_2@1==130,138","133-ARR_v1_2@1==134,142",Hete-GCN,Het-eGCN,"Modify,Grammar",,,"Modify,Grammar",ss,ss,133-ARR_v2_2@1,133-ARR_v1_2@1,711
1624,133-ARR,"133-ARR_v2_2@1==15,31","133-ARR_v1_2@1==15,33",wide multi-layer,simple multi-layer,"Modify,Clarity",,,"Modify,Clarity",ss,ss,133-ARR_v2_2@1,133-ARR_v1_2@1,711
1625,133-ARR,"133-ARR_v2_2@1==57,69","133-ARR_v1_2@1==59,73",Bag-of-Words,"""Bag of Words""","Modify,Grammar",,,"Modify,Grammar",ss,ss,133-ARR_v2_2@1,133-ARR_v1_2@1,711
1626,133-ARR,"133-ARR_v2_66@3==20,45","133-ARR_v1_62@3==20,43",Tolstikhin et al. ( 2021),Tolstikhin et al. (2021,"Modify,Grammar",,,"Modify,Grammar",ss,ss,133-ARR_v2_66@3,133-ARR_v1_62@3,704
1627,133-ARR,"133-ARR_v2_66@3==71,94","133-ARR_v1_62@3==69,82",proposed attention-free,attentionfree,"Modify,Clarity",,,"Modify,Clarity",ss,ss,133-ARR_v2_66@3,133-ARR_v1_62@3,704
1628,133-ARR,"133-ARR_v2_66@3==99,114","133-ARR_v1_62@3==87,97",models that are,models are,"Modify,Grammar",,,"Modify,Grammar",ss,ss,133-ARR_v2_66@3,133-ARR_v1_62@3,704
1629,133-ARR,,"133-ARR_v1_62@3==133,159",,"(Dosovitskiy et al., 2021)","Delete,Fact/Evidence",,,"Delete,Fact/Evidence",ss,ss,,133-ARR_v1_62@3,704
1630,136-ARR,"136-ARR_v2_10@1==22,29","136-ARR_v1_10@1==22,29",(2020b),(2020c),"Modify,Fact/Evidence",,,"Modify,Fact/Evidence",ss,ss,136-ARR_v2_10@1,136-ARR_v1_10@1,885
1631,136-ARR,"136-ARR_v2_10@1==43,50","136-ARR_v1_10@1==43,48",adopted,adopt,"Modify,Grammar",,,"Modify,Grammar",ss,ss,136-ARR_v2_10@1,136-ARR_v1_10@1,885
1632,136-ARR,"136-ARR_v2_12@0==142,190","136-ARR_v1_12@0==130,179",one of the steps of the traditional D2T pipeline,a traditional part of the D2T generation pipeline,"Modify,Clarity",,,"Modify,Clarity",ss,ss,136-ARR_v2_12@0,136-ARR_v1_12@0,886
1633,136-ARR,"136-ARR_v2_12@0==58,90","136-ARR_v1_12@0==58,78",the task of ordering input facts,ordering input facts,"Modify,Clarity",,,"Modify,Clarity",ss,ss,136-ARR_v2_12@0,136-ARR_v1_12@0,886
1634,136-ARR,"136-ARR_v2_14@0==0,11","136-ARR_v1_14@0==0,16",Aggregating,Fact Aggregation,"Modify,Clarity",,,"Modify,Clarity",ss,ss,136-ARR_v2_14@0,136-ARR_v1_14@0,889
1635,136-ARR,"136-ARR_v2_14@0==12,42",,Input into Sentences Typically,,"Add,Claim",,,"Add,Claim",ss,ss,136-ARR_v2_14@0,,889
1636,136-ARR,"136-ARR_v2_14@0==44,103","136-ARR_v1_14@0==78,107",multiple pieces of input information need to be merged into,aggregating multiple facts in,"Modify,Claim",,,"Modify,Claim",ss,ss,136-ARR_v2_14@0,136-ARR_v1_14@0,889
1637,136-ARR,"136-ARR_v2_14@2==103,107","136-ARR_v1_14@2==92,94",into,in,"Modify,Grammar",,,"Modify,Grammar",ss,ss,136-ARR_v2_14@2,136-ARR_v1_14@2,890
1638,136-ARR,"136-ARR_v2_14@2==147,154","136-ARR_v1_14@2==134,141",to mark,marking,"Modify,Grammar",,,"Modify,Grammar",ss,ss,136-ARR_v2_14@2,136-ARR_v1_14@2,890
1639,136-ARR,"136-ARR_v2_14@2==91,101",,(see §3.1),,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,136-ARR_v2_14@2,,890
1640,136-ARR,"136-ARR_v2_15@1==0,68",,This task combines several standard natural-language tasks including,,"Add,Fact/Evidence",,,"Add,Fact/Evidence",ss,ss,136-ARR_v2_15@1,,891
1641,136-ARR,"136-ARR_v2_2@2==140,153","136-ARR_v1_2@2==136,150",generaldomain,general-domain,"Modify,Grammar",,,"Modify,Grammar",ss,ss,136-ARR_v2_2@2,136-ARR_v1_2@2,884
