edit_index,doc_name,node_ix_src,node_ix_tgt,gold,s_index,node_type_src,node_type_tgt,sec_node_src,sec_node_tgt,sec_id_src,sec_id_tgt,sec_title_src,sec_title_tgt
3544,5-1005,5-1005_v2_19,5-1005_v1_19,"Modify,Grammar",7506,p,p,"5-1005_v2_18,title","5-1005_v1_18,title",2.4,2.4,Cell POM (proof of mechanism) assay,Cell POM (proof of mechanism) assay
3545,5-1005,5-1005_v2_22,5-1005_v1_22,"Modify,Grammar;Modify,Grammar;Modify,Grammar",7507;7508;7509,p,p,"5-1005_v2_21,title","5-1005_v1_21,title",2.5,2.5,Cell POP (proof of principle) assay,Cell POP (proof of principle) assay
3546,5-1005,5-1005_v2_34,5-1005_v1_34,"Modify,Grammar",7510,p,p,"5-1005_v2_28,title","5-1005_v1_28,title",3,3,Results and discussion,Results and discussion
3547,5-1005,5-1005_v2_40,5-1005_v1_40,"Modify,Grammar",7511,p,p,"5-1005_v2_28,title","5-1005_v1_28,title",3,3,Results and discussion,Results and discussion
3548,5-1005,5-1005_v2_7,5-1005_v1_7,"Modify,Fact/Evidence",7512,p,p,"5-1005_v2_5,title","5-1005_v1_5,title",1,1,Introduction,Introduction
3549,5-1005,5-1005_v2_8,5-1005_v1_8,"Modify,Clarity;Modify,Claim",7513;7514,p,p,"5-1005_v2_5,title","5-1005_v1_5,title",1,1,Introduction,Introduction
3550,5-1141,5-1141_v2_17,5-1141_v1_17,"Modify,Grammar",7526,p,p,"5-1141_v2_14,title","5-1141_v1_14,title",2,2,Materials and methods,Materials and methods
3551,5-1141,5-1141_v2_26,5-1141_v1_26,"Modify,Fact/Evidence",7520,p,p,"5-1141_v2_21,title","5-1141_v1_21,title",3,3,Results,Results
3552,5-1141,5-1141_v2_29,5-1141_v1_29,"Merge+Modify,Fact/Evidence;Merge+Modify,Clarity;Modify,Fact/Evidence",7521;7522;7523,p,p,"5-1141_v2_21,title","5-1141_v1_21,title",3,3,Results,Results
3553,5-1141,5-1141_v2_39,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",7515;7516;7517;7518;7519,p,,"5-1141_v2_21,title",,3,,Results,
3554,5-1141,5-1141_v2_42,5-1141_v1_42,"Modify,Fact/Evidence",7524,p,p,"5-1141_v2_21,title","5-1141_v1_21,title",3,3,Results,Results
3555,5-1141,5-1141_v2_46,5-1141_v1_46,"Modify,Grammar",7525,p,p,"5-1141_v2_45,title","5-1141_v1_45,title",4,4,Conclusions,Conclusions
3556,5-1356,,5-1356_v1_7,"Delete,Fact/Evidence",7533,,p,,"5-1356_v1_3,title",,1,,Introduction
3557,5-1356,,5-1356_v1_8,"Delete,Claim",7534,,p,,"5-1356_v1_3,title",,1,,Introduction
3558,5-1356,,5-1356_v1_98,"Delete,Fact/Evidence",7535,,p,,"5-1356_v1_96,title",,12,,Data availability
3559,5-1356,5-1356_v2_10,5-1356_v1_10,"Modify,Claim",7579,p,p,"5-1356_v2_3,title","5-1356_v1_3,title",1,1,Introduction,Introduction
3560,5-1356,5-1356_v2_13,5-1356_v1_13,"Modify,Claim;Modify,Fact/Evidence;Modify,Clarity;Modify,Clarity;Modify,Clarity",7581;7582;7583;7584;7585,p,p,"5-1356_v2_11,title","5-1356_v1_11,title",2,2,Approaches to DS and sQTL analyses,Approaches to DS and sQTL analyses
3561,5-1356,5-1356_v2_17,5-1356_v1_15,"Modify,Fact/Evidence",7539,p,p,"5-1356_v2_11,title","5-1356_v1_11,title",2,2,Approaches to DS and sQTL analyses,Approaches to DS and sQTL analyses
3562,5-1356,5-1356_v2_2,5-1356_v1_2,"Modify,Claim;Modify,Claim;Modify,Grammar",7538;7562;7580,p,p,"5-1356_v2_1,abstract","5-1356_v1_1,abstract",,,Abstract,Abstract
3563,5-1356,5-1356_v2_24,5-1356_v1_26,"Modify,Grammar",7540,p,p,"5-1356_v2_21,title","5-1356_v1_19,title",3,3,Dirichlet-multinomial model for relative transcript usage,Dirichlet-multinomial model for relative transcript usage
3564,5-1356,5-1356_v2_26,5-1356_v1_29,"Modify,Grammar",7541,p,p,"5-1356_v2_21,title","5-1356_v1_19,title",3,3,Dirichlet-multinomial model for relative transcript usage,Dirichlet-multinomial model for relative transcript usage
3565,5-1356,5-1356_v2_27,5-1356_v1_30,"Modify,Grammar",7542,p,p,"5-1356_v2_21,title","5-1356_v1_19,title",3,3,Dirichlet-multinomial model for relative transcript usage,Dirichlet-multinomial model for relative transcript usage
3566,5-1356,5-1356_v2_29,5-1356_v1_36,"Modify,Grammar",7543,p,p,"5-1356_v2_28,title","5-1356_v1_33,title",4,4,Detecting DTU and tuQTLs with the Dirichlet-multinomial model,Detecting DS and sQTLs with the DM model
3567,5-1356,5-1356_v2_30,5-1356_v1_37,"Modify,Clarity;Modify,Fact/Evidence;Modify,Clarity;Modify,Clarity",7544;7545;7546;7547,p,p,"5-1356_v2_28,title","5-1356_v1_33,title",4,4,Detecting DTU and tuQTLs with the Dirichlet-multinomial model,Detecting DS and sQTLs with the DM model
3568,5-1356,5-1356_v2_32,5-1356_v1_39,"Modify,Clarity",7548,p,p,"5-1356_v2_31,title","5-1356_v1_38,title",5,5,Dispersion estimation with adjusted profile likelihood and moderation,Dispersion estimation with adjusted profile likelihood and moderation
3569,5-1356,5-1356_v2_44,5-1356_v1_54,"Modify,Clarity",7549,p,p,"5-1356_v2_43,title","5-1356_v1_53,title",6,6,Estimation and inference: simulations from the Dirichlet-multinomial model,Estimation and inference: simulations from the Dirichlet-multinomial model
3570,5-1356,5-1356_v2_45,5-1356_v1_55,"Modify,Clarity",7550,p,p,"5-1356_v2_43,title","5-1356_v1_53,title",6,6,Estimation and inference: simulations from the Dirichlet-multinomial model,Estimation and inference: simulations from the Dirichlet-multinomial model
3571,5-1356,5-1356_v2_47,5-1356_v1_59,"Modify,Clarity",7551,p,p,"5-1356_v2_43,title","5-1356_v1_53,title",6,6,Estimation and inference: simulations from the Dirichlet-multinomial model,Estimation and inference: simulations from the Dirichlet-multinomial model
3572,5-1356,5-1356_v2_48,,"Add,Fact/Evidence;Add,Fact/Evidence",7527;7528,p,,"5-1356_v2_43,title",,6,,Estimation and inference: simulations from the Dirichlet-multinomial model,
3573,5-1356,5-1356_v2_50,,"Add,Fact/Evidence",7529,p,,"5-1356_v2_49,title",,7,,Comparison on simulations that mimic real RNA-seq data,
3574,5-1356,5-1356_v2_51,5-1356_v1_62,"Modify,Fact/Evidence;Modify,Clarity",7552;7553,p,p,"5-1356_v2_49,title","5-1356_v1_60,title",7,7,Comparison on simulations that mimic real RNA-seq data,Comparison on simulations that mimic real RNA-seq data
3575,5-1356,5-1356_v2_55,5-1356_v1_65,"Modify,Fact/Evidence",7554,p,p,"5-1356_v2_49,title","5-1356_v1_60,title",7,7,Comparison on simulations that mimic real RNA-seq data,Comparison on simulations that mimic real RNA-seq data
3576,5-1356,5-1356_v2_56,5-1356_v1_66,"Modify,Fact/Evidence",7555,p,p,"5-1356_v2_49,title","5-1356_v1_60,title",7,7,Comparison on simulations that mimic real RNA-seq data,Comparison on simulations that mimic real RNA-seq data
3577,5-1356,5-1356_v2_59,5-1356_v1_68,"Modify,Clarity",7556,p,p,"5-1356_v2_49,title","5-1356_v1_60,title",7,7,Comparison on simulations that mimic real RNA-seq data,Comparison on simulations that mimic real RNA-seq data
3578,5-1356,5-1356_v2_6,5-1356_v1_6,"Modify,Grammar",7561,p,p,"5-1356_v2_3,title","5-1356_v1_3,title",1,1,Introduction,Introduction
3579,5-1356,5-1356_v2_62,5-1356_v1_71,"Modify,Fact/Evidence;Modify,Fact/Evidence",7558;7559,p,p,"5-1356_v2_60,title","5-1356_v1_69,title",8,8,DS analyses on real datasets,DS analysis
3580,5-1356,5-1356_v2_63,5-1356_v1_72,"Modify,Fact/Evidence",7560,p,p,"5-1356_v2_60,title","5-1356_v1_69,title",8,8,DS analyses on real datasets,DS analysis
3581,5-1356,5-1356_v2_65,5-1356_v1_74,"Modify,Claim",7563,p,p,"5-1356_v2_60,title","5-1356_v1_69,title",8,8,DS analyses on real datasets,DS analysis
3582,5-1356,5-1356_v2_66,5-1356_v1_75,"Modify,Claim",7564,p,p,"5-1356_v2_60,title","5-1356_v1_69,title",8,8,DS analyses on real datasets,DS analysis
3583,5-1356,5-1356_v2_7,,"Add,Fact/Evidence",7536,p,,"5-1356_v2_3,title",,1,,Introduction,
3584,5-1356,5-1356_v2_7,5-1356_v1_7,"Modify,Clarity;Split+Modify,Claim;Split+Modify,Fact/Evidence",7566;7568;7569,p,p,"5-1356_v2_3,title","5-1356_v1_3,title",1,1,Introduction,Introduction
3585,5-1356,5-1356_v2_70,5-1356_v1_79,"Modify,Fact/Evidence",7565,p,p,"5-1356_v2_69,title","5-1356_v1_78,title",9,9,tuQTL analyses,sQTL analysis
3586,5-1356,5-1356_v2_71,5-1356_v1_80,"Modify,Fact/Evidence",7567,p,p,"5-1356_v2_69,title","5-1356_v1_78,title",9,9,tuQTL analyses,sQTL analysis
3587,5-1356,5-1356_v2_74,,"Add,Fact/Evidence;Add,Fact/Evidence",7530;7531,p,,"5-1356_v2_69,title",,9,,tuQTL analyses,
3588,5-1356,5-1356_v2_78,5-1356_v1_87,"Modify,Clarity",7570,p,p,"5-1356_v2_77,title","5-1356_v1_86,title",10,10,Discussion,Discussion
3589,5-1356,5-1356_v2_80,5-1356_v1_89,"Modify,Clarity",7571,p,p,"5-1356_v2_77,title","5-1356_v1_86,title",10,10,Discussion,Discussion
3590,5-1356,5-1356_v2_81,5-1356_v1_90,"Modify,Clarity;Modify,Clarity",7572;7573,p,p,"5-1356_v2_77,title","5-1356_v1_86,title",10,10,Discussion,Discussion
3591,5-1356,5-1356_v2_83,5-1356_v1_92,"Modify,Fact/Evidence",7574,p,p,"5-1356_v2_77,title","5-1356_v1_86,title",10,10,Discussion,Discussion
3592,5-1356,5-1356_v2_85,5-1356_v1_94,"Modify,Fact/Evidence",7575,p,p,"5-1356_v2_84,title","5-1356_v1_93,title",11,11,Software availability,Software availability
3593,5-1356,5-1356_v2_90,5-1356_v1_101,"Modify,Fact/Evidence",7576,p,p,"5-1356_v2_87,title","5-1356_v1_96,title",12,12,Data availability,Data availability
3594,5-1356,5-1356_v2_93,5-1356_v1_104,"Modify,Fact/Evidence;Modify,Fact/Evidence",7577;7578,p,p,"5-1356_v2_92,title","5-1356_v1_103,title",12.1,12.1,Archived source code as at the time of publication,Archived source code as at the time of publication
3595,5-1385,,5-1385_v1_7,"Delete,Fact/Evidence",7604,,p,,"5-1385_v1_3,title",,1,,Introduction
3596,5-1385,5-1385_v2_10,,"Add,Fact/Evidence",7596,p,,"5-1385_v2_8,title",,1.1,,Narrative of the procedure,
3597,5-1385,5-1385_v2_10,5-1385_v1_10,"Modify,Fact/Evidence",7618,p,p,"5-1385_v2_8,title","5-1385_v1_8,title",1.1,1.1,Narrative of the procedure,Narrative of the procedure
3598,5-1385,5-1385_v2_13,5-1385_v1_13,"Modify,Fact/Evidence",7619,p,p,"5-1385_v2_8,title","5-1385_v1_8,title",1.1,1.1,Narrative of the procedure,Narrative of the procedure
3599,5-1385,5-1385_v2_17,,"Add,Claim",7597,p,,"5-1385_v2_8,title",,1.1,,Narrative of the procedure,
3600,5-1385,5-1385_v2_17,5-1385_v1_17,"Split+Modify,Fact/Evidence;Split+Modify,Grammar;Modify,Fact/Evidence;Modify,Clarity;Modify,Clarity",7605;7606;7607;7608;7609,p,p,"5-1385_v2_8,title","5-1385_v1_8,title",1.1,1.1,Narrative of the procedure,Narrative of the procedure
3601,5-1385,5-1385_v2_18,,"Add,Claim;Add,Fact/Evidence;Add,Claim;Add,Claim",7598;7599;7600;7601,p,,"5-1385_v2_8,title",,1.1,,Narrative of the procedure,
3602,5-1385,5-1385_v2_6,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Claim;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",7586;7587;7588;7589;7590;7591;7592;7593;7594,p,,"5-1385_v2_3,title",,1,,Introduction,
3603,5-1385,5-1385_v2_6,5-1385_v1_6,"Modify,Grammar;Modify,Fact/Evidence;Modify,Fact/Evidence;Modify,Grammar",7612;7613;7614;7615,p,p,"5-1385_v2_3,title","5-1385_v1_3,title",1,1,Introduction,Introduction
3604,5-1385,5-1385_v2_7,,"Add,Fact/Evidence",7595,p,,"5-1385_v2_3,title",,1,,Introduction,
3605,5-1385,5-1385_v2_7,5-1385_v1_7,"Modify,Fact/Evidence;Modify,Clarity",7616;7617,p,p,"5-1385_v2_3,title","5-1385_v1_3,title",1,1,Introduction,Introduction
3606,5-1672,,5-1672_v1_18,"Delete,Claim",7622,,p,,"5-1672_v1_17,title",,3,,Health as a Complex Adaptive System (CAS)
3607,5-1672,5-1672_v2_13,5-1672_v1_13,"Modify,Clarity;Modify,Clarity;Modify,Clarity;Modify,Clarity;Modify,Grammar",7695;7696;7697;7698;7699,p,p,"5-1672_v2_5,title","5-1672_v1_5,title",2,2,The Meikirch model: definition of health and disease,The Meikirch model: definition of health and disease
3608,5-1672,5-1672_v2_14,5-1672_v1_14,"Modify,Grammar;Modify,Clarity;Modify,Grammar;Modify,Grammar",7700;7701;7702;7703,p,p,"5-1672_v2_5,title","5-1672_v1_5,title",2,2,The Meikirch model: definition of health and disease,The Meikirch model: definition of health and disease
3609,5-1672,5-1672_v2_15,5-1672_v1_15,"Modify,Clarity;Modify,Clarity;Modify,Fact/Evidence",7704;7705;7706,p,p,"5-1672_v2_5,title","5-1672_v1_5,title",2,2,The Meikirch model: definition of health and disease,The Meikirch model: definition of health and disease
3610,5-1672,5-1672_v2_16,5-1672_v1_16,"Modify,Clarity",7707,p,p,"5-1672_v2_5,title","5-1672_v1_5,title",2,2,The Meikirch model: definition of health and disease,The Meikirch model: definition of health and disease
3611,5-1672,5-1672_v2_18,,"Add,Fact/Evidence",7620,p,,"5-1672_v2_17,title",,3,,Health as a Complex Adaptive System (CAS),
3612,5-1672,5-1672_v2_18,5-1672_v1_18,"Modify,Grammar;Modify,Clarity;Modify,Claim",7709;7710;7711,p,p,"5-1672_v2_17,title","5-1672_v1_17,title",3,3,Health as a Complex Adaptive System (CAS),Health as a Complex Adaptive System (CAS)
3613,5-1672,5-1672_v2_2,5-1672_v1_2,"Modify,Clarity;Modify,Clarity;Modify,Clarity;Modify,Clarity",7637;7646;7708;7712,p,p,"5-1672_v2_1,abstract","5-1672_v1_1,abstract",,,Abstract,Abstract
3614,5-1672,5-1672_v2_21,5-1672_v1_21,"Modify,Clarity;Modify,Claim;Modify,Clarity",7623;7624;7625,p,p,"5-1672_v2_17,title","5-1672_v1_17,title",3,3,Health as a Complex Adaptive System (CAS),Health as a Complex Adaptive System (CAS)
3615,5-1672,5-1672_v2_22,5-1672_v1_22,"Modify,Grammar;Modify,Grammar;Modify,Clarity;Modify,Clarity;Modify,Clarity;Modify,Claim;Modify,Clarity;Modify,Claim;Modify,Clarity;Modify,Clarity;Modify,Clarity",7626;7627;7628;7629;7630;7631;7632;7633;7634;7635;7636,p,p,"5-1672_v2_17,title","5-1672_v1_17,title",3,3,Health as a Complex Adaptive System (CAS),Health as a Complex Adaptive System (CAS)
3616,5-1672,5-1672_v2_24,5-1672_v1_24,"Modify,Clarity;Modify,Clarity;Modify,Clarity;Modify,Clarity;Modify,Clarity",7638;7639;7640;7641;7642,p,p,"5-1672_v2_23,title","5-1672_v1_23,title",4,4,Methods,Methods
3617,5-1672,5-1672_v2_30,,"Add,Claim",7621,p,,"5-1672_v2_29,title",,5.2,,Assessment of a patient´s health,
3618,5-1672,5-1672_v2_30,5-1672_v1_30,"Modify,Claim;Modify,Claim;Modify,Clarity;Modify,Clarity;Modify,Grammar;Modify,Clarity",7648;7649;7650;7651;7652;7653,p,p,"5-1672_v2_29,title","5-1672_v1_29,title",5.2,5.2,Assessment of a patient´s health,Assessment of the health of a patient
3619,5-1672,5-1672_v2_34,5-1672_v1_34,"Modify,Clarity;Modify,Clarity;Modify,Clarity;Modify,Clarity;Modify,Grammar;Modify,Grammar",7654;7655;7657;7658;7659;7660,p,p,"5-1672_v2_33,title","5-1672_v1_33,title",5.3,5.3,Treatment,Treatment
3620,5-1672,5-1672_v2_35,5-1672_v1_35,"Modify,Grammar;Modify,Clarity;Modify,Grammar",7661;7662;7663,p,p,"5-1672_v2_33,title","5-1672_v1_33,title",5.3,5.3,Treatment,Treatment
3621,5-1672,5-1672_v2_37,5-1672_v1_37,"Modify,Clarity;Modify,Grammar;Modify,Grammar",7664;7665;7666,p,p,"5-1672_v2_36,title","5-1672_v1_36,title",5.4,5.4,When is attention to the Meikirch model and the principles of a CAS indicated?,When is attention to the Meikirch model and the principles of a CAS indicated?
3622,5-1672,5-1672_v2_39,5-1672_v1_39,"Modify,Clarity;Modify,Clarity;Modify,Claim",7668;7669;7670,p,p,"5-1672_v2_38,title","5-1672_v1_38,title",6,6,Discussion,Discussion
3623,5-1672,5-1672_v2_4,5-1672_v1_4,"Modify,Clarity;Modify,Clarity;Modify,Clarity;Modify,Clarity;Modify,Clarity;Modify,Clarity;Merge+Identical;Merge+Modify,Clarity;Modify,Clarity;Modify,Clarity",7656;7667;7672;7678;7683;7688;7689;7690;7691;7692,p,p,"5-1672_v2_3,title","5-1672_v1_3,title",1,1,Introduction,Introduction
3624,5-1672,5-1672_v2_40,5-1672_v1_40,"Modify,Grammar;Modify,Clarity;Modify,Clarity;Modify,Clarity;Modify,Grammar",7671;7673;7674;7675;7676,p,p,"5-1672_v2_38,title","5-1672_v1_38,title",6,6,Discussion,Discussion
3625,5-1672,5-1672_v2_41,5-1672_v1_41,"Modify,Claim;Modify,Fact/Evidence;Modify,Clarity;Modify,Clarity",7677;7679;7680;7681,p,p,"5-1672_v2_38,title","5-1672_v1_38,title",6,6,Discussion,Discussion
3626,5-1672,5-1672_v2_42,5-1672_v1_42,"Merge+Identical;Merge+Modify,Clarity;Modify,Grammar",7684;7685;7686,p,p,"5-1672_v2_38,title","5-1672_v1_38,title",6,6,Discussion,Discussion
3627,5-1672,5-1672_v2_43,5-1672_v1_43,"Modify,Clarity",7687,p,p,"5-1672_v2_38,title","5-1672_v1_38,title",6,6,Discussion,Discussion
3628,5-1672,5-1672_v2_6,5-1672_v1_6,"Modify,Clarity;Modify,Clarity",7693;7694,p,p,"5-1672_v2_5,title","5-1672_v1_5,title",2,2,The Meikirch model: definition of health and disease,The Meikirch model: definition of health and disease
3629,5-1822,5-1822_v2_15,5-1822_v1_15,"Modify,Fact/Evidence",7718,p,p,"5-1822_v2_14,title","5-1822_v1_14,title",2.2,2.2,Animals,Animals
3630,5-1822,5-1822_v2_19,5-1822_v1_19,"Modify,Fact/Evidence",7719,p,p,"5-1822_v2_18,title","5-1822_v1_18,title",2.4,2.4,Treatment protocols,Treatment protocols
3631,5-1822,5-1822_v2_21,5-1822_v1_21,"Modify,Clarity",7720,p,p,"5-1822_v2_20,title","5-1822_v1_20,title",2.5,2.5,Assessing and grading the severity of the initial injuries,Assessing and grading the severity of the initial injuries
3632,5-1822,5-1822_v2_23,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",7713;7714;7715;7716,p,,"5-1822_v2_22,title",,2.6,,Functional testing,
3633,5-1822,5-1822_v2_23,5-1822_v1_23,"Modify,Clarity;Modify,Fact/Evidence",7721;7722,p,p,"5-1822_v2_22,title","5-1822_v1_22,title",2.6,2.6,Functional testing,Functional testing
3634,5-1822,5-1822_v2_25,5-1822_v1_25,"Modify,Fact/Evidence",7723,p,p,"5-1822_v2_24,title","5-1822_v1_24,title",2.7,2.7,Histological analysis,Histological analysis
3635,5-1822,5-1822_v2_29,5-1822_v1_29,"Modify,Clarity",7724,p,p,"5-1822_v2_27,title","5-1822_v1_27,title",2.8,2.8,Quantification of immunocytochemical staining,Quantification of immunocytochemical staining
3636,5-1822,5-1822_v2_35,,"Add,Fact/Evidence",7717,p,,"5-1822_v2_34,title",,2.9,,Statistical analyses,
3637,5-1822,5-1822_v2_35,5-1822_v1_35,"Modify,Fact/Evidence;Modify,Fact/Evidence;Modify,Clarity",7725;7726;7727,p,p,"5-1822_v2_34,title","5-1822_v1_34,title",2.9,2.9,Statistical analyses,Statistical analyses
3638,5-1822,5-1822_v2_37,5-1822_v1_37,"Modify,Fact/Evidence",7728,p,p,"5-1822_v2_36,title","5-1822_v1_36,title",2.10,2.10,Blood-spinal cord barrier integrity,Blood-spinal cord barrier integrity
3639,5-1822,5-1822_v2_50,5-1822_v1_50,"Modify,Fact/Evidence",7729,p,p,"5-1822_v2_49,title","5-1822_v1_49,title",3.2,3.2,Functional performance at 6 weeks post-injury,Functional performance at 6 weeks post-injury
3640,5-1822,5-1822_v2_54,5-1822_v1_54,"Modify,Clarity",7730,p,p,"5-1822_v2_49,title","5-1822_v1_49,title",3.2,3.2,Functional performance at 6 weeks post-injury,Functional performance at 6 weeks post-injury
3641,5-1822,5-1822_v2_62,5-1822_v1_62,"Modify,Fact/Evidence",7731,p,p,"5-1822_v2_55,title","5-1822_v1_55,title",3.3,3.3,Preservation of individual white matter tracts at 6 weeks post-injury,Preservation of individual white matter tracts at 6 weeks post-injury
3642,5-1822,5-1822_v2_83,5-1822_v1_83,"Modify,Fact/Evidence",7732,p,p,"5-1822_v2_72,title","5-1822_v1_72,title",3.5,3.5,Transcriptomic analysis,Transcriptomic analysis
3643,5-1964,,5-1964_v1_28,"Delete,Claim",7733,,p,,"5-1964_v1_26,title",,3,,Discussion
3644,5-1964,,5-1964_v1_29,"Delete,Claim",7734,,p,,"5-1964_v1_26,title",,3,,Discussion
3645,5-1964,5-1964_v2_15,5-1964_v1_15,"Modify,Grammar;Modify,Clarity",7777;7778,p,p,"5-1964_v2_14,title","5-1964_v1_14,title",2.2,2.2,Higher non-synonymous changes at the conserved positions in South-East Asia,Higher non-synonymous changes at the conserved positions in South-East Asia
3646,5-1964,5-1964_v2_23,,"Add,Fact/Evidence",7735,p,,"5-1964_v2_22,title",,2.3,,Lower mixed infection rate in South-East Asia,
3647,5-1964,5-1964_v2_23,5-1964_v1_23,"Modify,Clarity;Modify,Clarity",7757;7758,p,p,"5-1964_v2_22,title","5-1964_v1_22,title",2.3,2.3,Lower mixed infection rate in South-East Asia,Lower mixed infection rate in South-East Asia
3648,5-1964,5-1964_v2_27,,"Add,Claim",7736,p,,"5-1964_v2_26,title",,3,,Discussion,
3649,5-1964,5-1964_v2_27,5-1964_v1_27,"Split+Modify,Clarity;Split+Modify,Clarity;Split+Modify,Fact/Evidence;Split+Modify,Clarity;Modify,Clarity;Modify,Claim;Modify,Clarity",7759;7760;7761;7762;7763;7764;7765,p,p,"5-1964_v2_26,title","5-1964_v1_26,title",3,3,Discussion,Discussion
3650,5-1964,5-1964_v2_28,,"Add,Claim;Add,Fact/Evidence;Add,Claim;Add,Claim",7737;7738;7739;7740,p,,"5-1964_v2_26,title",,3,,Discussion,
3651,5-1964,5-1964_v2_29,,"Add,Fact/Evidence;Add,Claim;Add,Claim",7741;7742;7743,p,,"5-1964_v2_26,title",,3,,Discussion,
3652,5-1964,5-1964_v2_30,,"Add,Other;Add,Claim",7744;7745,p,,"5-1964_v2_26,title",,3,,Discussion,
3653,5-1964,5-1964_v2_30,5-1964_v1_28,"Modify,Fact/Evidence;Modify,Fact/Evidence;Modify,Claim;Modify,Grammar;Modify,Grammar",7766;7767;7768;7769;7770,p,p,"5-1964_v2_26,title","5-1964_v1_26,title",3,3,Discussion,Discussion
3654,5-1964,5-1964_v2_30,5-1964_v1_30,"Modify,Clarity",7773,p,p,"5-1964_v2_26,title","5-1964_v1_26,title",3,3,Discussion,Discussion
3655,5-1964,5-1964_v2_31,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Claim",7746;7747;7748;7749;7750;7751,p,,"5-1964_v2_26,title",,3,,Discussion,
3656,5-1964,5-1964_v2_31,5-1964_v1_29,"Modify,Clarity;Modify,Clarity",7771;7772,p,p,"5-1964_v2_26,title","5-1964_v1_26,title",3,3,Discussion,Discussion
3657,5-1964,5-1964_v2_32,,"Add,Claim;Add,Claim;Add,Claim;Add,Claim",7752;7753;7754;7755,p,,"5-1964_v2_26,title",,3,,Discussion,
3658,5-1964,5-1964_v2_34,,"Add,Fact/Evidence",7756,p,,"5-1964_v2_33,title",,4,,Methods,
3659,5-1964,5-1964_v2_34,5-1964_v1_32,"Modify,Grammar",7774,p,p,"5-1964_v2_33,title","5-1964_v1_31,title",4,4,Methods,Methods
3660,5-1964,5-1964_v2_6,5-1964_v1_6,"Modify,Clarity",7775,p,p,"5-1964_v2_3,title","5-1964_v1_3,title",1,1,Introduction,Introduction
3661,5-1964,5-1964_v2_9,5-1964_v1_9,"Modify,Grammar",7776,p,p,"5-1964_v2_8,title","5-1964_v1_8,title",2.1,2.1,Higher ratio of non-synonymous to synonymous polymorphism in P. falciparum from South-East Asia,Higher ratio of non-synonymous to synonymous polymorphism in P. falciparum from South-East Asia
3662,5-2003,5-2003_v2_2,5-2003_v1_2,"Modify,Claim;Modify,Clarity",7782;7788,p,p,"5-2003_v2_1,abstract","5-2003_v1_1,abstract",,,Abstract,Abstract
3663,5-2003,5-2003_v2_4,5-2003_v1_4,"Modify,Fact/Evidence",7781,p,p,"5-2003_v2_3,title","5-2003_v1_3,title",1,1,Introduction,Introduction
3664,5-2003,5-2003_v2_43,5-2003_v1_43,"Modify,Clarity",7784,p,p,"5-2003_v2_42,title","5-2003_v1_42,title",3.2,3.2,Identification of protein variants encoded by EPAS1,Identification of protein variants encoded by EPAS1
3665,5-2003,5-2003_v2_49,5-2003_v1_49,"Modify,Clarity;Modify,Fact/Evidence",7785;7786,p,p,"5-2003_v2_42,title","5-2003_v1_42,title",3.2,3.2,Identification of protein variants encoded by EPAS1,Identification of protein variants encoded by EPAS1
3666,5-2003,5-2003_v2_59,5-2003_v1_61,"Modify,Clarity",7787,p,p,"5-2003_v2_58,title","5-2003_v1_60,title",4,4,Discussion,Discussion
3667,5-2003,5-2003_v2_6,5-2003_v1_6,"Modify,Clarity",7783,p,p,"5-2003_v2_3,title","5-2003_v1_3,title",1,1,Introduction,Introduction
3668,5-2003,5-2003_v2_61,5-2003_v1_63,"Modify,Clarity",7789,p,p,"5-2003_v2_58,title","5-2003_v1_60,title",4,4,Discussion,Discussion
3669,5-2003,5-2003_v2_62,5-2003_v1_64,"Modify,Clarity",7791,p,p,"5-2003_v2_58,title","5-2003_v1_60,title",4,4,Discussion,Discussion
3670,5-2003,5-2003_v2_64,5-2003_v1_66,"Modify,Fact/Evidence",7792,p,p,"5-2003_v2_58,title","5-2003_v1_60,title",4,4,Discussion,Discussion
3671,5-2003,5-2003_v2_69,5-2003_v1_71,"Modify,Fact/Evidence",7794,p,p,"5-2003_v2_68,title","5-2003_v1_70,title",6,6,Data availability,Data availability
3672,5-2003,5-2003_v2_70,,"Add,Fact/Evidence",7779,p,,"5-2003_v2_68,title",,6,,Data availability,
