,before,after,label
1684,"Later on this condition will be relaxed , allowing for high but finite temperatures .","Later on this condition will be relaxed , allowing for finite temperatures .",Content
1685,"Later on this condition will be relaxed , allowing for high but finite temperatures .","Later on the fully decohered state condition will be relaxed , allowing for high but finite temperatures .",Content
1686,"In contrast , here we show the existence of decoherence due to general relativistic time dilation without any breakdown of quantum mechanics and which takes place even for isolated composite systems .","In contrast , here we show the existence of decoherence due to time dilation without any breakdown of quantum mechanics and which takes place even for isolated composite systems .",Lang-improve-readability-Simplify
1687,"In contrast , here we show the existence of decoherence due to general relativistic time dilation without any breakdown of quantum mechanics and which takes place even for isolated composite systems .","In contrast , here we derive the existence of decoherence due to general relativistic time dilation without any breakdown of quantum mechanics and which takes place even for isolated composite systems .",Lang-accurate-spefific
1688,"In contrast , here we show the existence of decoherence due to general relativistic time dilation without any breakdown of quantum mechanics and which takes place even for isolated composite systems .","In contrast , here we show the existence of decoherence due to general relativistic time dilation without any modification of quantum mechanics and which takes place even for isolated composite systems .",Lang-accurate-spefific
1689,"For the toy high-absorption model , the list of 45 sources in the sample is available from the authors by request .","For the toy black upper-limit black model , the list of 45 sources in the sample is available from the authors by request .",Content
1690,"For the toy high-absorption model , the list of 45 sources in the sample is available from the authors by request .","For the toy high-absorption model , the list of 29 black sources in the sample is available from the authors by request .",Content
1691,"We call a theory causal realistic if and only if all achievable probability distributions [MATH] , which we call processes , result from a convex mixture of possible causal orders , i.e. , [EQUATION] where [MATH] is the event [MATH] and [MATH] is a shared quantity depending on a random variable neither chosen by [MATH] nor by [MATH] .","We call a theory causal realistic if and only if all achievable probability distributions [MATH] , which we call processes , result from a convex mixture of possible causal orders , i.e. , [EQUATION] where [MATH] is the event [MATH] and [MATH] is a shared quantity depending on a random variable neither chosen by [MATH] nor by [MATH] , .",Format
1692,"We call a theory causal realistic if and only if all achievable probability distributions [MATH] , which we call processes , result from a convex mixture of possible causal orders , i.e. , [EQUATION] where [MATH] is the event [MATH] and [MATH] is a shared quantity depending on a random variable neither chosen by [MATH] nor by [MATH] .","We call a theory causal realistic if all achievable probability distributions [MATH] , which we call processes , result from a convex mixture of possible causal orders , i.e. , [EQUATION] where [MATH] is the event [MATH] and [MATH] is a shared quantity depending on a random variable neither chosen by [MATH] nor by [MATH] .",Content
1693,"We call a theory causal realistic if and only if all achievable probability distributions [MATH] , which we call processes , result from a convex mixture of possible causal orders , i.e. , [EQUATION] where [MATH] is the event [MATH] and [MATH] is a shared quantity depending on a random variable neither chosen by [MATH] nor by [MATH] .","We call a theory causal realistic if and only if all achievable probability distributions [MATH] result from a convex mixture of possible causal orders , i.e. , [EQUATION] where [MATH] is the event [MATH] and [MATH] is a shared quantity depending on a random variable neither chosen by [MATH] nor by [MATH] .",Content
