,doc_name,node_ix_src,text_src,label
625,110-ARR,110-ARR_v1_review1_2@3,They propose a method that helps in recognizing negation in a more efficient way than it was proposed in BERTNOT and at the same time helps in differentiating synonyms and antonyms.  ,No
626,59-ARR,59-ARR_v1_review1_3@0,"summary_of_weaknesses. - The performance of the contrastive-probe method in the main result using MedLAMA was significantly better than other methods (mask average), while the performances using BioLAMA were similar between mask average and the contrastive-probe method.",No
627,39-ARR,39-ARR_v1_review1_4@9,5. I hope to see the authors' response in resubmission (if rejected) or clarifications in the camera-ready (if accepted) to remove my concern.,No
628,7-1306,7-1306_v1_report40612_10@0,Final remarks:,No
629,14-ARR,14-ARR_v1_review1_2@1,"1. The contributed dataset is valuable for the field and can help researchers working on the task of visual storytelling.
",No
630,59-ARR,59-ARR_v1_review2_3@0,summary_of_weaknesses.,No
631,23-ARR,23-ARR_v1_review2_1@1,"Paper deals with a particular problem in designing parser for Text-to-SQL, i.e., mapping phrases in the input question to composite operations over table columns.",No
632,23-ARR,23-ARR_v1_review1_2@9,"Schema pruning is also proposed to boost performance. 
",No
633,7-1030,7-1030_v1_report36742_13@0,<REF-1> : What do we know about grant peer review in the health sciences? . F1000Res . 2017 ; 6 : 10.12688/f1000research.11917.2 1335 29707193 10.12688/f1000research.11917.2,No
634,14-ARR,14-ARR_v1_review3_2@3,"Overall --- I think the authors make a convincing case for their model-based metric. And, the fine-grained evaluations in table 5 provide some perspective on where the metric could be improved, e.g., accounting more for grammatically and irrelevant nouns.",No
635,157-ARR,157-ARR_v1_review1_1@3,The authors also demonstrate the experiments on different subtasks in the framework.,No
636,21-ARR,21-ARR_v1_review1_4@2,The only major addition is Table 2 that describes the tradeoff between computational cost and model performance.,No
637,1-12,1-12_v1_report344_1@1,In a simple and extremely clear style Karin Romisch does a beautiful job placing protein export by intracellular malaria parasites into a solid cell biological context.,No
638,2-180,2-180_v1_report1747_1@2,"In spite of the current null results, this kind of work is greatly needed in the field of non-invasive brain stimulation in order to understand the cellular underpinnings of these techniques and assess the safeness and real therapeutic potential of stimulation technologies in clinical neurorehabilitation.",No
639,86-ARR,86-ARR_v1_review2_3@16,"
-In Table 4, why sometimes there are punctuations and sometimes there are no punctuations?",No
640,39-ARR,39-ARR_v1_review1_4@6,"4. In equation (4), L2 distance is used.",No
641,1-21,1-21_v1_report457_3@10,"In this case, when bacteria were exposed to live phages, bacterial populations that had been exposed to inactivated phages grew to the same densities over 24 hours as those that had not been exposed to inactivated phages.",No
642,7-407,7-407_v1_report35197_3@1,- File-drawer effect,No
643,152-ARR,152-ARR_v1_review1_4@1,1. It seems that the four proposed resampling methods behave differently in different settings.  ,No
644,2-147,2-147_v1_report1061_1@1,"Their study demonstrates that curcumin is a potent inhibitor of IL1ß-induced PGE2, MMP3 and GAG release from cartilage at non-toxic concentrations.",No
645,7-1030,7-1030_v1_report36742_10@2,"However, the review focused specifically on studies aiming to improve the effectiveness and efficiency of peer review.",No
646,21-ARR,21-ARR_v1_review1_2@3,"- The presentation is clear, logical and easy to follow.
",No
647,10-ARR,10-ARR_v1_review3_4@0,"comments,_suggestions_and_typos.",No
648,7-1641,7-1641_v1_report39449_2@0,Findings of two surveys and a workshop,No
649,157-ARR,157-ARR_v1_review2_2@2,"2. Good amount of experiments were conducted to validate the effectiveness of the proposed model. 
",No
650,23-ARR,23-ARR_v1_review3_2@1,This work identifies an under-explored problem that is important for out-of-domain generalization of text-to-SQL parsing.,No
651,59-ARR,59-ARR_v1_review2_2@5,The improved results make the comparison on the benchmark more meaningful.,No
652,7-222,7-222_v1_report32603_3@0,It is probably meant to say ‘overlapped 100%.’,No
653,7-229,7-229_v1_report32057_3@0,In the methods there are number of very large assumptions made of the reader.,No
654,2-180,2-180_v1_report1747_1@3,"Overall, the neurostimulation community should strongly thank the authors for investing their know-how, time and effort to carry over this type of animal research and we all should encourage them to pursue their efforts in the future.",No
655,14-ARR,14-ARR_v1_review3_2@2,"In some sense, the results are not surprising: of course the learned metric does better in the evaluation setting that it was trained in. But, the fact that it also does well in a unimodal setting suggests that the model has not overfit to particular spurious factors in the corpus, which is promising.",No
656,192-ARR,192-ARR_v1_review3_4@0,"comments,_suggestions_and_typos.",No
657,110-ARR,110-ARR_v1_review1_1@18,"The same three tasks were then solved using the resulting models and generally, there was a significant increase in the results for the large models. However,  for the Elektra model, the results were worse. 
 ",No
658,7-1641,7-1641_v1_report40330_1@0,"This is well thought through and timely opinion piece on the barriers to research data sharing, especially for issues of public health emergencies.",No
659,23-ARR,23-ARR_v1_review2_1@0,paper_summary.,No
660,166-ARR,166-ARR_v1_review1_1@3,A quantization process further reduces the size of the representations on disk.,No
661,192-ARR,192-ARR_v1_review3_2@0,summary_of_strengths.,No
662,1-12,1-12_v1_report345_4@0,Overall this is a well written review with a clear hypothesis that adds an important new angle for the field to consider.,No
663,7-222,7-222_v1_report31232_1@1,"Information about fungal diversity in Ecuador is still scarce, which makes this manuscript relevant.",No
664,7-229,7-229_v1_report31795_5@2,"In addition, the sample size is small i.e. 12 sites.",No
665,192-ARR,192-ARR_v1_review3_2@2,"2. Cross-lingual NER is a challenging problem, and the proposed approach can be easily scaled to more low-resource languages. 
",No
666,7-704,7-704_v1_report37428_8@0,segmentation of the remaining tissues (similarly to 30).,No
667,2-155,2-155_v1_report1506_1@0,The study is of interest as this type of data is necessary to fully understand the use of antibiotics in animal production.,No
668,2-155,2-155_v1_report1186_2@1,Why kosher products had higher prevalence of antibiotic resistant E. coli and E. coli which were multi-resistant is a new finding and certainly needs further study.,No
669,14-ARR,14-ARR_v1_review3_3@2,"There's always the concern that whichever pairwise comparisons were originally collected won't generalize to future corpora, e.g., if the models improve in the future, will the particular model generations that Vrank was trained on become ""stale""? 
That being said, because the current evaluation metrics are essentially performing at random for the story generation setting, even a stale Vrank couldn't possibly be worse.",No
670,192-ARR,192-ARR_v1_review4_1@2,Two student models are supervised by two teacher models.,No
671,23-ARR,23-ARR_v1_review1_4@3,What are the templates used for the synthetic dataset?,No
672,25-ARR,25-ARR_v1_review1_2@0,summary_of_strengths.,No
673,19-ARR,19-ARR_v1_review1_1@6,This is an excellent idea and I think could be very impactful for the community.,No
674,14-ARR,14-ARR_v1_review1_1@1,"This paper proposes VHED,",No
675,7-704,7-704_v1_report34789_2@0,"Head models were constructed from T1-weighted MRI using freely available software: FreeSurfer, SPM12 and SimNIBS.",No
676,2-147,2-147_v1_report1053_1@0,This interesting article submitted by Clutterbuck et al. is a well written and designed research paper.,No
677,7-1641,7-1641_v1_report40329_11@3,"Funders have a role to implement and provide policies to ensure proper use of and sharing of data, and researchers have a role to ensure that they comply, acknowledge the use of the data and provide sufficient information about the data set and its intended purpose.",No
678,10-ARR,10-ARR_v1_review3_2@2,"
-The authors show empirical success of their approach.",No
679,1-23,1-23_v1_report314_2@2,The first degree procedure may be a first step towards avoiding further damage.,No
680,23-ARR,23-ARR_v1_review1_4@1,1. I have a question regarding the schema expansion for the synthetic dataset.,No
681,114-ARR,114-ARR_v1_review1_3@0,summary_of_weaknesses. - Authors aim to improve previous methods via trigger saliency attribution and grouping event types with similar patterns together.,No
682,7-704,7-704_v1_report37428_7@2,You said “...SimNIBS 2.1 that employed FreeSurfer 5.3.0 for brain segmentation (as described in 29) and SPM12 for,No
683,2-180,2-180_v1_report1747_3@2,"The authors do an excellent job going over the different possibilities that could explain this null pattern of outcomes, even if they do not have much basis to rule out any of the hypotheses in particular.",No
684,169-ARR,169-ARR_v1_review2_2@2,"2. Empirical results show the effectiveness of the proposed approach, especially the in-domain experimental results for online learning. 
",No
685,59-ARR,59-ARR_v1_review1_1@5,The authors insisted that the proposed contrastive-probe method achieved significant improvement on probing with MedLAMA data.,No
686,1-12,1-12_v1_report345_6@5,"For the second protein, the PEXEL cleaved E->A mutation (position 5) was analysed.",No
